Id,SalePrice
1461,117706.7792
1462,156651.6406
1463,176449.9245
1464,196966.5966
1465,203240.4592
1466,162361.9845
1467,179828.3287
1468,163099.0261
1469,195281.9991
1470,118615.7703
1471,179830.1601
1472,97547.5765
1473,94121.98748
1474,147937.1658
1475,113365.3561
1476,348186.4211
1477,246174.1585
1478,303121.7439
1479,293980.0448
1480,458929.2912
1481,343002.6782
1482,217168.2345
1483,178536.615
1484,158873.3374
1485,201286.9708
1486,192831.2519
1487,353124.6713
1488,242276.1581
1489,187301.2132
1490,253761.4605
1491,186678.0987
1492,87633.9728
1493,188778.1655
1494,305228.8661
1495,299075.614
1496,236923.6909
1497,176975.922
1498,168341.0015
1499,164571.077
1500,164574.6597
1501,174579.4355
1502,144413.8221
1503,278535.1436
1504,242167.278
1505,230435.2399
1506,192328.375
1507,237844.0487
1508,200857.108
1509,167698.1559
1510,142903.6124
1511,149838.2413
1512,175899.3669
1513,149784.1395
1514,148591.0153
1515,186981.4354
1516,150462.5762
1517,167542.1928
1518,128550.9446
1519,199532.1258
1520,130545.3615
1521,128318.4145
1522,183336.283
1523,109219.2697
1524,133794.0005
1525,117379.6571
1526,104834.6064
1527,106962.8213
1528,141113.7474
1529,152204.9022
1530,184684.8146
1531,109537.6067
1532,103811.298
1533,155238.786
1534,124102.8249
1535,143883.55
1536,108542.4357
1537,56964.99032
1538,141813.1481
1539,197781.4819
1540,91001.44733
1541,138141.1392
1542,134962.4669
1543,177728.2593
1544,86455.39378
1545,109707.182
1546,135378.0964
1547,125899.2529
1548,135036.7599
1549,119463.7684
1550,131990.0945
1551,106224.8763
1552,135683.8944
1553,145556.0062
1554,118206.2134
1555,162938.4206
1556,89050.26901
1557,97291.87369
1558,101355.1843
1559,79752.28981
1560,136661.7355
1561,121113.7207
1562,133244.7999
1563,120435.7888
1564,151299.653
1565,143307.0893
1566,230151.7243
1567,74849.90192
1568,230188.6849
1569,130481.1374
1570,138013.3418
1571,123284.1895
1572,139535.7049
1573,210239.1606
1574,115235.7127
1575,221537.9761
1576,242939.1399
1577,175193.2326
1578,145455.9713
1579,147310.7192
1580,193043.9372
1581,165025.8114
1582,131063.0303
1583,284227.1568
1584,215131.3334
1585,132823.9328
1586,59728.12555
1587,106849.6068
1588,152300.4516
1589,94371.0193
1590,130312.3511
1591,91081.18441
1592,122740.4553
1593,129486.499
1594,123599.7263
1595,107830.9368
1596,217892.7663
1597,200104.0776
1598,234667.8926
1599,157417.3168
1600,147040.5522
1601,66547.80923
1602,117927.2719
1603,90827.86149
1604,266105.5183
1605,237184.7821
1606,176386.6713
1607,177719.0729
1608,222396.9848
1609,181094.2913
1610,153573.6474
1611,143246.3127
1612,171686.7751
1613,170957.9177
1614,132430.9106
1615,94308.2407
1616,78839.69509
1617,92971.91025
1618,132214.9013
1619,141884.1605
1620,138917.2091
1621,136161.9181
1622,141990.3738
1623,252463.7735
1624,207790.5645
1625,115951.7037
1626,168737.6799
1627,196131.7916
1628,276261.172
1629,185450.2946
1630,346539.9815
1631,245200.015
1632,246906.543
1633,179338.6775
1634,185374.1836
1635,170698.9542
1636,151755.1755
1637,205438.9923
1638,175148.6727
1639,187831.7051
1640,244337.3073
1641,185549.8069
1642,256150.7585
1643,211624.873
1644,239571.4663
1645,201764.568
1646,161552.7155
1647,159263.5785
1648,127818.8912
1649,144477.5218
1650,114645.7564
1651,120375.1878
1652,99445.10083
1653,101967.6385
1654,146414.9684
1655,140445.7369
1656,143016.9924
1657,150079.1596
1658,146301.078
1659,116297.7765
1660,157542.534
1661,421979.086
1662,396950.5022
1663,370096.4827
1664,482491.0178
1665,311554.7816
1666,324049.3677
1667,397483.233
1668,353380.7869
1669,310781.9116
1670,342414.4775
1671,265885.4713
1672,417208.0288
1673,288601.5754
1674,242770.7833
1675,200201.1172
1676,201094.0799
1677,218254.5617
1678,415171.5603
1679,398745.9888
1680,321721.2544
1681,251037.0719
1682,321033.8941
1683,191542.9712
1684,177463.3927
1685,173385.0049
1686,164853.6437
1687,172928.6615
1688,184685.1351
1689,196131.4845
1690,202317.4632
1691,190565.4447
1692,268093.2101
1693,175571.0208
1694,188996.8201
1695,168517.5659
1696,264416.3688
1697,177955.4616
1698,350078.4245
1699,323496.7465
1700,264011.4901
1701,275674.4399
1702,236377.1007
1703,247254.7959
1704,279271.8859
1705,250145.3958
1706,419270.6051
1707,210597.2014
1708,205752.1131
1709,252190.937
1710,224051.5461
1711,277993.0832
1712,251211.2765
1713,274018.7788
1714,219380.685
1715,209750.9019
1716,184143.2438
1717,183539.9661
1718,138858.5962
1719,207738.1446
1720,235575.7034
1721,163817.2729
1722,129577.0993
1723,158656.8838
1724,192991.2347
1725,228865.0418
