"Id","SalePrice"
1,207974.234943344
2,185905.208877235
3,221772.67275252
4,145751.405570712
5,256208.817811394
6,145979.707923362
7,316046.799240666
8,206664.661887867
9,122774.850220979
10,121087.967179002
11,128529.897868204
12,309006.262698224
13,138335.484460335
14,254527.449919068
15,154113.042320721
16,131925.048976673
17,152591.884031445
18,102644.889257046
19,156713.486415707
20,126119.297012883
21,339064.994096039
22,134699.629777093
23,226119.559899697
24,133185.197903252
25,149914.668935328
26,250185.676479388
27,132125.989288115
28,313536.451192064
29,204361.787651012
30,67172.4861675354
31,63183.8765660855
32,142068.192127388
33,181180.354595957
34,167958.716983068
35,286954.288747773
36,306023.759028033
37,147315.978287905
38,150123.291230544
39,117230.963351075
40,83013.9984058576
41,147874.122885038
42,171039.644394315
43,145859.0765657
44,131791.705705822
45,145156.427152572
46,309511.115716219
47,241026.654090181
48,242226.600187969
49,104434.036570843
50,129810.04790502
51,180005.839578217
52,115897.815694651
53,102125.823380777
54,414543.726264558
55,129502.560332921
56,171680.93002524
57,178119.772154226
58,196603.796756217
59,412790.300503538
60,125228.923386717
61,166334.273077768
62,99026.2748689432
63,205281.711894639
64,131997.476761893
65,226645.26529465
66,312608.641606908
67,184770.043386833
68,217919.382039859
69,78165.6010438866
70,223413.469316334
71,237982.834741481
72,127311.858883253
73,193346.688257062
74,141990.57540003
75,105208.432335161
76,91893.4204747573
77,130007.635232023
78,117556.276166834
79,130913.071840775
80,115199.1694064
81,198763.337074538
82,161253.73220986
83,249889.928240688
84,129545.218124859
85,167022.659691992
86,258837.586840269
87,175260.3169506
88,161211.296107799
89,69597.5352835071
90,122828.604254614
91,105958.222879349
92,101686.29302783
93,156030.543878543
94,138442.548492894
95,204428.415827575
96,185216.748079309
97,221400.661699097
98,106520.230483353
99,79784.0748683561
100,125616.096700527
101,212956.036306863
102,170935.664384203
103,117620.697591244
104,198588.500468588
105,161727.354861606
106,247266.333729949
107,97478.8189865183
108,104271.217444362
109,114612.703383877
110,191423.493965069
111,137172.707060702
112,174616.944063355
113,380796.296871141
114,210452.746845268
115,249979.153256293
116,175916.748365818
117,128264.386560006
118,144315.59620118
119,344339.057692215
120,165899.246280485
121,174648.853454946
122,100579.476510968
123,143282.162925363
124,158302.499863106
125,171971.32218303
126,86987.7470944045
127,129089.422217497
128,87821.7361186697
129,149738.419405495
130,142477.680192252
131,225159.237409318
132,228392.549550335
133,154098.731353448
