"Id","SalePrice"
1,207619.938785833
2,184718.063472134
3,220819.397600743
4,145380.782259862
5,271906.656385863
6,146402.990764654
7,300448.138385332
8,207869.96749068
9,131258.449229895
10,120425.403468011
11,127370.220733979
12,353254.930891306
13,140602.234016941
14,253816.64335125
15,154309.01995426
16,131930.239348243
17,150924.326925733
18,95724.9703450926
19,156233.121281283
20,131111.197603928
21,332135.982964035
22,134444.216909574
23,224888.599021232
24,132189.428048451
25,152621.990056845
26,253202.559038642
27,134209.018309833
28,305316.328448653
29,203161.974227676
30,66794.3681157277
31,44366.3808776997
32,144919.132651197
33,183787.993349817
34,167822.084366559
35,287633.880662541
36,307570.420752165
37,145594.731540325
38,150967.512899534
39,114963.227099525
40,82955.2413438427
41,153445.552188982
42,173242.156025997
43,144230.024398265
44,131524.59636563
45,142755.256167979
46,305927.236043615
47,248030.166393476
48,246140.117166331
49,110462.832645149
50,126811.716399834
51,176639.509342877
52,115848.210962608
53,106728.037189686
54,389499.074389545
55,126683.70868635
56,173584.988799709
57,177768.560697144
58,193397.050353428
59,449255.694786652
60,122557.698222877
61,160682.932558906
62,99294.6505751174
63,208153.247414629
64,138063.138502602
65,227739.240971568
66,307701.857088816
67,188709.93598289
68,217206.083479973
69,81088.2403831864
70,225403.057839862
71,248773.066181422
72,127133.089937001
73,189797.182214389
74,146536.389339798
75,108704.84864415
76,91609.1368565271
77,131111.072566606
78,122623.051633561
79,135100.870852189
80,112946.3662676
81,196852.0049299
82,160920.935866571
83,240890.432736049
84,128767.442203545
85,167776.316991474
86,260174.445141654
87,173448.469087266
88,164169.79420999
89,81451.1172791935
90,120602.397193931
91,105089.206047405
92,102232.469909972
93,158182.119626793
94,139596.295646063
95,202571.31467798
96,184069.523348133
97,219171.395207318
98,101887.622802831
99,82041.2661895104
100,127823.378141417
101,208233.461070171
102,174107.235008539
103,118230.716492166
104,197603.239146629
105,166952.406192656
106,255458.974983503
107,96554.356102354
108,109250.37160199
109,116770.850430861
110,192271.761978638
111,136084.018320409
112,173640.951537182
113,368451.118398091
114,217022.838501478
115,250337.875833485
116,172001.383134208
117,132484.119362109
118,150398.308283829
119,324090.759434233
120,168004.477639204
121,174504.693447306
122,100224.906509061
123,140142.526448873
124,158247.151161841
125,175956.898055951
126,85724.2075717191
127,129169.262640522
128,88347.0908101957
129,153606.753932098
130,147011.883061384
131,221947.238718375
132,226701.27791493
133,152106.445424145
134,220351.752385184
135,176220.718194709
136,178978.550469566
137,145035.410230262
138,173683.515160369
139,231822.958182126
140,217035.877946939
141,110111.013183039
142,254520.312537069
143,154245.312591087
144,213460.655105537
145,126296.003761174
146,125668.242653033
147,106119.179572019
148,220857.517642333
149,146262.878598062
150,111892.484756252
151,127245.411064234
152,361192.33185652
153,189271.188747283
154,220106.860889404
155,121103.406956628
156,77841.8128273275
157,110568.966585235
158,270581.70718177
159,243613.084142816
160,310989.770064174
161,165309.766014243
162,404810.291579902
163,224669.73123343
164,98379.127201038
165,147575.308021844
166,128609.002115443
167,192879.841841559
168,340589.061238289
169,191615.15671848
170,229788.243335016
171,124157.028997745
172,212085.901206336
173,227603.972372264
174,160335.302950813
175,189805.146588199
176,236798.920054026
177,213221.795383139
178,172888.128658528
179,497116.661767675
180,102373.058918609
181,175123.708616653
182,193935.249585353
183,120155.243181723
184,197656.765949055
185,122612.878062036
186,456851.663167233
187,175128.886033661
188,132079.670447878
189,148805.112833419
190,277486.447813392
191,311306.385140387
192,182631.857738921
193,197160.127452915
194,133495.066532995
195,124985.063393973
196,150321.448911525
197,314035.966751088
198,240481.858406447
199,104143.592680121
200,287984.386699572
201,141359.588336339
202,169493.406513374
203,111688.217013428
204,145386.466853641
205,113549.879042755
206,175748.10409336
207,142942.301594712
208,141581.796533491
209,265156.436271514
210,148248.726783418
211,94865.0657293881
212,180324.67714567
213,254256.844775337
214,152817.73692539
215,157903.435944917
216,137452.63449448
217,207362.102667881
218,104297.651074071
219,294871.101085431
220,169858.300333191
221,207105.376790615
222,206010.907384084
223,176227.776737335
224,102200.885930001
225,399079.685699836
226,105909.390706092
227,275080.586100019
228,101290.631835025
229,124127.43118378
230,193599.853754747
231,144187.528182872
232,395357.45563328
233,92237.8683844369
234,128889.073793382
235,216851.535723619
236,88156.1243761994
237,186449.154128608
238,196209.882266603
239,296376.315364941
240,115459.637895436
241,264778.660680742
242,107867.644447372
243,82883.359439874
244,126984.895499518
245,219087.386023484
246,229134.157161836
247,136693.527527429
248,143443.747602428
249,186132.740156613
250,281209.966261546
251,77321.1649312632
252,247850.461126325
253,177247.164228696
254,158891.816669023
255,144785.41130976
256,223350.340001451
257,203811.492735352
258,220013.470641777
259,219070.671620048
260,95753.6398374079
261,176591.842568135
262,287106.320153888
263,154229.867886114
264,126884.541423015
265,73692.6811812517
266,178136.489141615
267,184881.260489683
268,181466.553463572
269,119512.519970068
270,149868.26292136
271,264063.754306188
272,238293.865075511
273,294948.162966225
274,144462.255429214
275,127509.379513736
276,198121.020761654
277,200628.152966612
278,133247.803582584
279,411916.326113045
280,199507.780166192
281,223520.594641793
282,187091.26871924
283,217605.616709063
284,245390.570199895
285,182575.957304563
286,166306.754244324
287,165981.778485131
288,91079.753540705
289,118949.101041252
290,148541.816180215
291,236906.665014897
292,131406.743466607
293,130816.940233393
294,234335.829950172
295,165383.563466992
296,143841.561401384
297,148646.114918842
298,236143.794575639
299,179265.534882068
300,158380.617372591
301,158180.912797598
302,273954.061759214
303,212422.122748862
304,143124.541723692
305,300004.059372974
306,300195.811759056
307,222773.633392594
308,91060.9067794076
309,87275.7734075363
310,366535.459667326
311,174900.39043038
312,132989.456712806
313,123124.353370567
314,358800.435058655
315,174478.068175628
316,186968.731482576
317,257452.252274804
318,263411.06129782
319,273801.265558381
320,191452.040746599
321,345874.045028497
322,350006.503944395
323,293390.598625089
324,124652.000225658
325,245037.917634803
326,87903.3459886482
327,322217.623223246
328,147671.323091482
329,198549.439036581
330,76782.3216515971
331,123788.271358042
332,135832.866826977
333,281214.525404783
334,205848.689285798
335,193708.816819708
336,236344.987649401
337,368159.937533013
338,213746.457703466
339,206554.068413924
340,153176.674144046
341,213212.44175741
342,81320.257675765
343,89805.6470634733
344,272255.652646171
345,85197.3005808139
346,134222.074097589
347,148995.25386126
348,160131.301114686
349,165762.84609789
350,442463.603134442
351,312885.05198163
352,194497.389208862
353,94545.1602659055
354,104458.711277273
355,145828.742725582
356,173399.679012434
357,167367.366062178
358,135027.965827733
359,131007.707517295
360,284467.261249554
361,151968.845750098
362,139904.030131422
363,193533.767064365
364,112548.097270193
365,188550.37202508
366,142380.94876381
367,160718.794529725
368,165938.886744439
369,135400.632259993
370,162613.451901877
371,175697.661791226
372,134041.709547025
373,123396.482192189
374,123522.581919187
375,209655.810093394
376,61455.7975166326
377,145625.420614549
378,321277.152488044
379,392487.695837804
380,181072.578036209
381,134099.630014846
382,196914.154262714
383,203577.217522867
384,75481.9206618648
385,246452.986202747
386,187658.981805913
387,79687.7782216162
388,127389.171418098
389,193182.11540316
390,423952.811240724
391,119019.226822484
392,220401.982479224
393,107115.61941965
394,96852.7918065412
395,109788.685002678
396,128655.617980467
397,123647.867146417
398,161867.680349054
399,67285.508962397
400,230244.074311127
401,241016.817939313
402,175480.472964329
403,108215.18566398
404,255272.913531799
405,171363.495166675
406,148864.727649766
407,119042.611268862
408,174123.341788556
409,282624.42095463
410,326706.157310135
411,63603.2619360647
412,142520.740163947
413,228252.819764156
414,114341.40652815
415,229225.297856561
416,184517.173234559
417,152304.000278747
418,239574.465427108
419,121741.333343006
420,139434.770074265
421,205888.151902158
422,212817.524261338
423,114132.232722532
424,319766.212182458
425,140538.556289665
426,136178.141234635
427,259648.215697162
428,115606.06804551
429,197122.149748033
430,176763.705471053
431,90168.6585573334
432,83375.1208122005
433,123154.886494555
434,178649.427067073
435,82487.8228889868
436,212058.79998054
437,112147.168395322
438,115893.627744267
439,91768.7173253734
440,116329.24887475
441,543783.493929672
442,118190.470309308
443,154707.012967365
444,179235.961079758
445,212712.417666567
446,133869.374874556
447,193369.386662168
448,202293.702085825
449,122494.599202069
450,118079.385342407
451,108846.449004713
452,264762.500366994
453,204664.222572666
454,218109.030921024
455,180136.810758014
456,171511.4586018
457,93715.7823304461
458,248974.334269084
459,159990.714091403
460,110911.248310647
461,261626.270913653
462,155136.507127073
463,70282.3134440286
464,187999.324607435
465,120479.163679743
466,177268.294996686
467,164859.496550925
468,149544.743401417
469,248412.709732745
470,184999.430300168
471,214757.258997152
472,189436.421139145
473,146438.738045825
474,426223.020238616
475,259357.178004606
476,134979.684697958
477,207454.673090928
478,390619.87859835
479,300164.894135451
480,92685.814203412
481,331993.792858221
482,363453.52565666
483,157311.53078973
484,160733.969311332
485,133493.53881194
486,147503.267355459
487,149731.117218595
488,178273.978486216
489,154712.176957217
490,89196.7269611101
491,112829.772174184
492,136880.462698069
493,168267.125637136
494,147638.794864166
495,94226.0640093304
496,36917.1616941487
497,419181.078295106
498,177198.657515685
499,130167.824800941
500,122706.694002514
501,113186.824195623
502,221056.016616787
503,139641.167464728
