"Train","SalePrice","Id","MSSubClass","MSZoning","LotFrontage","LotArea","Street","Alley","LotShape","LandContour","Utilities","LotConfig","LandSlope","Neighborhood","Condition1","Condition2","BldgType","HouseStyle","OverallQual","OverallCond","YearBuilt","YearRemodAdd","RoofStyle","RoofMatl","Exterior1st","Exterior2nd","MasVnrType","MasVnrArea","ExterQual","ExterCond","Foundation","BsmtQual","BsmtCond","BsmtExposure","BsmtFinType1","BsmtFinSF1","BsmtFinType2","BsmtFinSF2","BsmtUnfSF","TotalBsmtSF","Heating","HeatingQC","CentralAir","Electrical","X1stFlrSF","X2ndFlrSF","LowQualFinSF","GrLivArea","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","KitchenQual","TotRmsAbvGrd","Functional","Fireplaces","FireplaceQu","GarageType","GarageYrBlt","GarageFinish","GarageCars","GarageArea","GarageQual","GarageCond","PavedDrive","WoodDeckSF","OpenPorchSF","EnclosedPorch","X3SsnPorch","ScreenPorch","PoolArea","PoolQC","Fence","MiscFeature","MiscVal","MoSold","YrSold","SaleType","SaleCondition","YearRemodAdd_diff_YearBuilt","LotFrontage_NA","MasVnrArea_NA","BsmtFinSF1_NA","BsmtFinSF2_NA","BsmtUnfSF_NA","TotalBsmtSF_NA","BsmtFullBath_NA","BsmtHalfBath_NA","GarageArea_NA","GarageYrBlt_NA","GarageCars_NA","Artery","Feedr","Norm","RRNn","RRAn","PosN","PosA","RRNe","RRAe"
1,208500,1,"0.0673198799987238","RL",-0.184442616857156,-0.217841368492693,"Pave","NONE","Reg","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","Norm","1Fam","2Story",0.646072701065301,-0.507197300592036,1.04607836558577,0.896679295379751,"Gable","CompShg","VinylSd","VinylSd","BrkFace",0.523038327906894,"Gd","TA","PConc","Gd","TA","No","GLQ",0.580707810008872,"Unf",-0.293029573858814,-0.934542212984634,-0.444175532459033,"GasA","Ex","Y","SBrkr",-0.773728457896386,1.20717171830144,-0.10117968082459,0.413476373095174,1.08646380568959,-0.249766720923571,0.781231961533791,1.23238772066244,0.169897979034312,-0.20766289448672,"Gd",0.986680313410323,"Typ",-0.924152871064208,"NONE","Attchd",0.973110078016621,"RFn",0.306422759627919,0.348780115147429,"TA","TA","Y",-0.740633511461714,0.199971746711702,-0.359539148290265,-0.103312829689638,-0.285886475503606,-0.0631393554524281,"NONE","NONE","NONE",-0.0895766122375652,-1.55191763550789,0.157618523517916,"WD","Normal",-0.538182410964167,0,0,0,0,0,0,0,0,0,0,0,"FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
1,181500,2,"-0.873466378367642","RL",0.458095880871167,-0.0720317411467487,"Pave","NONE","Reg","Lvl","AllPub","FR2","Gtl","Veenker","Feedr","Norm","1Fam","1Story",-0.0631737127781041,2.18790388950776,0.154737490652949,-0.395536420884292,"Gable","CompShg","MetalSd","MetalSd","None",-0.569892870009472,"TA","TA","CBlock","Gd","TA","Gd","ALQ",1.17770854957742,"Unf",-0.293029573858814,-0.629680574949016,0.476947608262884,"GasA","Ex","Y","SBrkr",0.261030052354549,-0.78489056422076,-0.10117968082459,-0.471809813588296,-0.819257734416563,3.8204540887639,0.781231961533791,-0.756191470389888,0.169897979034312,-0.20766289448672,"TA",-0.287708994043098,"Typ",0.623524828669827,"TA","Attchd",-0.0826379239895606,"RFn",0.306422759627919,-0.059771966306559,"TA","TA","Y",1.61460266161455,-0.702722365285735,-0.359539148290265,-0.103312829689638,-0.285886475503606,-0.0631393554524281,"NONE","NONE","NONE",-0.0895766122375652,-0.446848296254142,-0.60285828664507,"WD","Normal",-0.538182410964167,0,0,0,0,0,0,0,0,0,0,0,"FALSE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
1,223500,3,"0.0673198799987238","RL",-0.0559349173114915,0.137173376349607,"Pave","NONE","IR1","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","Norm","1Fam","2Story",0.646072701065301,-0.507197300592036,0.98005311559075,0.848819454036639,"Gable","CompShg","VinylSd","VinylSd","BrkFace",0.333448222145892,"Gd","TA","PConc","Gd","TA","Mn","GLQ",0.0978395647696077,"Unf",-0.293029573858814,-0.288417547297203,-0.298973855103854,"GasA","Ex","Y","SBrkr",-0.610613815886386,1.23516322578419,-0.10117968082459,0.563658851193263,1.08646380568959,-0.249766720923571,0.781231961533791,1.23238772066244,0.169897979034312,-0.20766289448672,"Gd",-0.287708994043098,"Typ",0.623524828669827,"TA","Attchd",0.894906522312459,"RFn",0.306422759627919,0.627338352502421,"TA","TA","Y",-0.740633511461714,-0.0811952717793031,-0.359539148290265,-0.103312829689638,-0.285886475503606,-0.0631393554524281,"NONE","NONE","NONE",-0.0895766122375652,1.02657748941752,0.157618523517916,"WD","Normal",-0.49662936495019,0,0,0,0,0,0,0,0,0,0,0,"FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
1,140000,4,"0.302516444590315","RL",-0.398622116099931,-0.0783712901617898,"Pave","NONE","IR1","Lvl","AllPub","Corner","Gtl","Crawfor","Norm","Norm","1Fam","2Story",0.646072701065301,-0.507197300592036,-1.85903263419528,-0.682695468942969,"Gable","CompShg","Wd Sdng","Wd Shng","None",-0.569892870009472,"TA","TA","BrkTil","TA","Gd","No","ALQ",-0.494771463478581,"Unf",-0.293029573858814,-0.0472583410899229,-0.6710531533265,"GasA","Gd","Y","SBrkr",-0.50611849834873,0.978574407192339,-0.10117968082459,0.427308969762103,1.08646380568959,-0.249766720923571,-1.02718682967726,-0.756191470389888,0.169897979034312,-0.20766289448672,"Gd",0.349485659683612,"Typ",0.623524828669827,"Gd","Detchd",0.777601188756217,"Unf",1.6194060380336,0.785188020336917,"TA","TA","Y",-0.740633511461714,-0.184783120697042,3.87430308132715,-0.103312829689638,-0.285886475503606,-0.0631393554524281,"NONE","NONE","NONE",-0.0895766122375652,-1.55191763550789,-1.36333509680806,"WD","Abnorml",1.74723511980455,0,0,0,0,0,0,0,0,0,0,0,"FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
1,250000,5,"0.0673198799987238","RL",0.629439480265387,0.518814227055079,"Pave","NONE","IR1","Lvl","AllPub","FR2","Gtl","NoRidge","Norm","Norm","1Fam","2Story",1.35531911490871,-0.507197300592036,0.947040490593238,0.753099771350413,"Gable","CompShg","VinylSd","VinylSd","BrkFace",1.38176998341261,"Gd","TA","PConc","Gd","TA","Av","GLQ",0.46877017133977,"Unf",-0.293029573858814,-0.161012683640527,0.211500791847947,"GasA","Ex","Y","SBrkr",-0.0371639025699814,1.67136421739034,-0.10117968082459,1.37780596930395,1.08646380568959,-0.249766720923571,0.781231961533791,1.23238772066244,1.38541807903715,-0.20766289448672,"Gd",1.62387496713703,"Typ",0.623524828669827,"TA","Attchd",0.855804744460379,"RFn",1.6194060380336,1.68585965445139,"TA","TA","Y",0.776834089983398,0.540331821727128,-0.359539148290265,-0.103312829689638,-0.285886475503606,-0.0631393554524281,"NONE","NONE","NONE",-0.0895766122375652,2.13164682867127,0.157618523517916,"WD","Normal",-0.538182410964167,0,0,0,0,0,0,0,0,0,0,0,"FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
1,143000,6,"-0.167876684592868","RL",0.672275380113942,0.50042953491146,"Pave","NONE","IR1","Lvl","AllPub","Inside","Gtl","Mitchel","Norm","Norm","1Fam","1.5Fin",-0.772420126621509,-0.507197300592036,0.715952115610653,0.51380056463485,"Gable","CompShg","VinylSd","VinylSd","None",-0.569892870009472,"TA","TA","Wood","Gd","TA","No","GLQ",0.637774057173513,"Unf",-0.293029573858814,-1.13019968217167,-0.580302104979513,"GasA","Ex","Y","SBrkr",-0.92664843478076,0.535375538715502,-0.10117968082459,-0.274201289775021,1.08646380568959,-0.249766720923571,-1.02718682967726,1.23238772066244,-2.26114222097136,-0.20766289448672,"TA",-0.924903647769809,"Typ",-0.924152871064208,"NONE","Attchd",0.582092299495813,"Unf",0.306422759627919,0.0330807794784383,"TA","TA","Y",-0.424494427827315,-0.258774441352569,-0.359539148290265,12.601064205131,-0.285886475503606,-0.0631393554524281,"NONE","MnPrv","Shed",1.14411614923625,1.39493393583544,0.918095333680902,"WD","Normal",-0.455076318936213,0,0,0,0,0,0,0,0,0,0,0,"FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
1,307000,7,"-0.873466378367642","RL",0.243916381628393,-0.0106649066811512,"Pave","NONE","Reg","Lvl","AllPub","Inside","Gtl","Somerst","Norm","Norm","1Fam","1Story",1.35531911490871,-0.507197300592036,1.07909099058329,0.992398978065977,"Gable","CompShg","VinylSd","VinylSd","Stone",0.467276532094835,"Gd","TA","PConc","Ex","TA","Av","GLQ",2.0358971127072,"Unf",-0.293029573858814,-0.554602708865617,1.43890872074094,"GasA","Ex","Y","SBrkr",1.36205388592205,-0.78489056422076,-0.10117968082459,0.38185900928505,1.08646380568959,-0.249766720923571,0.781231961533791,-0.756191470389888,0.169897979034312,-0.20766289448672,"Gd",0.349485659683612,"Typ",0.623524828669827,"Gd","Attchd",1.0122118558687,"RFn",0.306422759627919,0.757332196601417,"TA","TA","Y",1.27475314670758,0.140778690187279,-0.359539148290265,-0.103312829689638,-0.285886475503606,-0.0631393554524281,"NONE","NONE","NONE",-0.0895766122375652,0.658221042999606,-0.60285828664507,"WD","Normal",-0.49662936495019,0,0,0,0,0,0,0,0,0,0,0,"FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
1,200000,8,"0.0673198799987238","RL",0,0.0271188054484936,"Pave","NONE","IR1","Lvl","AllPub","Corner","Gtl","NWAmes","PosN","Norm","1Fam","2Story",0.646072701065301,0.391169762774562,0.0556996156604128,-0.539115944913631,"Gable","CompShg","HdBoard","HdBoard","Stone",0.768390229479956,"TA","TA","CBlock","Gd","TA","Mn","ALQ",0.916520726016179,"BLQ",-0.103910550015734,-0.784386480817837,0.12528729591831,"GasA","Ex","Y","SBrkr",-0.134013221263419,1.50808042374098,-0.10117968082459,1.16438876358562,1.08646380568959,-0.249766720923571,0.781231961533791,1.23238772066244,0.169897979034312,-0.20766289448672,"TA",0.349485659683612,"Typ",2.17120252840386,"TA","Attchd",-0.199943257545803,"RFn",0.306422759627919,0.0516513286354378,"TA","TA","Y",1.11668360489038,2.31612351745979,3.18941683830081,-0.103312829689638,-0.285886475503606,-0.0631393554524281,"NONE","NONE","Shed",0.527269768499343,1.76329038225336,0.918095333680902,"WD","Normal",-0.538182410964167,1,0,0,0,0,0,0,0,0,0,0,"FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE"
1,129900,9,"-0.167876684592868","RM",-0.784145214736925,-0.513264352593607,"Pave","NONE","Reg","Lvl","AllPub","Inside","Gtl","OldTown","Artery","Norm","1Fam","1.5Fin",0.646072701065301,-0.507197300592036,-1.33083063423509,-1.63989229580522,"Gable","CompShg","BrkFace","Wd Shng","None",-0.569892870009472,"TA","TA","BrkTil","TA","TA","No","Unf",-0.968860286077132,"Unf",-0.293029573858814,0.890077441527054,-0.226373016426264,"GasA","Gd","Y","FuseF",-0.350649855182949,0.96924390469809,-0.10117968082459,0.53994582833567,-0.819257734416563,-0.249766720923571,0.781231961533791,-0.756191470389888,-1.04562212096852,4.45516779018046,"TA",0.986680313410323,"Min1",2.17120252840386,"TA","Detchd",-1.8422179273332,"Unf",0.306422759627919,-0.0226308679925601,"Fa","TA","Y",-0.0293205732843174,-0.702722365285735,2.83140812035522,-0.103312829689638,-0.285886475503606,-0.0631393554524281,"NONE","NONE","NONE",-0.0895766122375652,-0.815204742672058,0.157618523517916,"WD","Abnorml",0.25132546330139,0,0,0,0,0,0,0,0,0,0,0,"TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
1,118000,10,"3.12487521968941","RL",-0.82698111458548,-0.348436078202539,"Pave","NONE","Reg","Lvl","AllPub","Corner","Gtl","BrkSide","Artery","Artery","2fmCon","1.5Unf",-0.772420126621509,0.391169762774562,-1.066729634255,-1.63989229580522,"Gable","CompShg","MetalSd","MetalSd","None",-0.569892870009472,"TA","TA","BrkTil","TA","TA","No","GLQ",0.898961880734751,"Unf",-0.293029573858814,-0.957293081494755,-0.137890744287952,"GasA","Ex","Y","SBrkr",-0.210473209705606,-0.78489056422076,-0.10117968082459,-0.837385582642853,1.08646380568959,-0.249766720923571,-1.02718682967726,-0.756191470389888,-1.04562212096852,4.45516779018046,"TA",-0.924903647769809,"Typ",2.17120252840386,"TA","Attchd",-1.52940370451655,"RFn",-1.00656051877776,-1.24364447506527,"Gd","TA","Y",-0.740633511461714,-0.643529308761313,-0.359539148290265,-0.103312829689638,-0.285886475503606,-0.0631393554524281,"NONE","NONE","NONE",-0.0895766122375652,-1.92027408192581,0.157618523517916,"WD","Normal",-0.0810989048104231,0,0,0,0,0,0,0,0,0,0,0,"TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
